Date,Market_Freight_Rate_USD_per_Tonne
2016-02-19 00:00:25,14.05
2016-02-19 01:56:07,13.78
2016-02-19 03:51:48,13.16
2016-02-19 05:47:30,13.25
2016-02-19 07:43:11,13.71
2016-02-19 09:38:53,13.26
2016-02-19 11:34:35,12.67
2016-02-19 13:30:16,13.49
2016-02-19 15:25:58,12.92
2016-02-19 17:21:39,14.16
2016-02-19 19:17:21,13.58
2016-02-19 21:13:02,13.15
2016-02-19 23:08:44,13.23
2016-02-20 01:04:25,12.77
2016-02-20 03:00:07,13.09
2016-02-20 04:55:48,13.94
2016-02-20 06:51:30,14.42
2016-02-20 08:47:11,13.82
2016-02-20 10:42:53,13.49
2016-02-20 12:38:34,13.36
2016-02-20 14:34:16,13.15
2016-02-20 16:29:57,14.35
2016-02-20 18:25:39,13.45
2016-02-20 20:21:20,14.38
2016-02-20 22:17:02,14.09
2016-02-21 00:12:43,12.85
2016-02-21 02:08:25,13.28
2016-02-21 04:04:06,13.28
2016-02-21 05:59:48,13.52
2016-02-21 07:55:29,13.52
2016-02-21 09:51:11,14.75
2016-02-21 11:46:52,13.12
2016-02-21 13:42:34,13.64
2016-02-21 15:38:15,13.79
2016-02-21 17:33:57,13.55
2016-02-21 19:29:38,13.59
2016-02-21 21:25:20,13.13
2016-02-21 23:21:01,13.59
2016-02-22 01:16:43,13.77
2016-02-22 03:12:24,13.7
2016-02-22 05:08:06,13.79
2016-02-22 07:03:48,14.13
2016-02-22 08:59:29,13.94
2016-02-22 10:55:11,13.59
2016-02-22 12:50:52,13.1
2016-02-22 14:46:34,13.33
2016-02-22 16:42:15,13.48
2016-02-22 18:37:57,13.67
2016-02-22 20:33:38,13.37
2016-02-22 22:29:20,13.19
2016-02-23 00:25:01,13.11
2016-02-23 02:20:43,12.92
2016-02-23 04:16:24,13.49
2016-02-23 06:12:06,12.99
2016-02-23 08:07:47,13.18
2016-02-23 10:03:29,13.42
2016-02-23 11:59:10,13.05
2016-02-23 13:54:52,13.73
2016-02-23 15:50:33,13.88
2016-02-23 17:46:15,13.36
2016-02-23 19:41:56,13.41
2016-02-23 21:37:38,13.8
2016-02-23 23:33:19,13.3
2016-02-24 01:29:01,13.29
2016-02-24 03:24:42,14.08
2016-02-24 05:20:24,13.95
2016-02-24 07:16:05,13.84
2016-02-24 09:11:47,13.97
2016-02-24 11:07:28,12.81
2016-02-24 13:03:10,14.14
2016-02-24 14:58:51,13.76
2016-02-24 16:54:33,14.0
2016-02-24 18:50:14,13.75
2016-02-24 20:45:56,13.62
2016-02-24 22:41:38,13.49
2016-02-25 00:37:19,13.76
2016-02-25 02:33:01,13.49
2016-02-25 04:28:42,13.96
2016-02-25 06:24:24,12.98
2016-02-25 08:20:05,13.4
2016-02-25 10:15:47,14.43
2016-02-25 12:11:28,13.36
2016-02-25 14:07:10,13.52
2016-02-25 16:02:51,13.26
2016-02-25 17:58:33,13.75
2016-02-25 19:54:14,13.32
2016-02-25 21:49:56,13.54
2016-02-25 23:45:37,13.95
2016-02-26 01:41:19,13.35
2016-02-26 03:37:00,13.95
2016-02-26 05:32:42,13.96
2016-02-26 07:28:23,14.05
2016-02-26 09:24:05,13.69
2016-02-26 11:19:46,14.93
2016-02-26 13:15:28,14.05
2016-02-26 15:11:09,13.76
2016-02-26 17:06:51,13.28
2016-02-26 19:02:32,13.59
2016-02-26 20:58:14,14.2
2016-02-26 22:53:55,14.32
2016-02-27 00:49:37,14.24
2016-02-27 02:45:18,13.96
2016-02-27 04:41:00,13.14
2016-02-27 06:36:41,13.84
2016-02-27 08:32:23,13.15
2016-02-27 10:28:04,13.05
2016-02-27 12:23:46,13.74
2016-02-27 14:19:28,13.86
2016-02-27 16:15:09,14.01
2016-02-27 18:10:51,13.85
2016-02-27 20:06:32,13.86
2016-02-27 22:02:14,13.25
2016-02-27 23:57:55,13.6
2016-02-28 01:53:37,13.06
2016-02-28 03:49:18,12.86
2016-02-28 05:45:00,13.96
2016-02-28 07:40:41,13.36
2016-02-28 09:36:23,14.01
2016-02-28 11:32:04,14.11
2016-02-28 13:27:46,13.41
2016-02-28 15:23:27,13.9
2016-02-28 17:19:09,13.4
2016-02-28 19:14:50,12.92
2016-02-28 21:10:32,13.71
2016-02-28 23:06:13,13.47
2016-02-29 01:01:55,13.5
2016-02-29 02:57:36,14.47
2016-02-29 04:53:18,13.07
2016-02-29 06:48:59,13.83
2016-02-29 08:44:41,13.28
2016-02-29 10:40:22,14.04
2016-02-29 12:36:04,13.8
2016-02-29 14:31:45,13.83
2016-02-29 16:27:27,13.3
2016-02-29 18:23:08,13.37
2016-02-29 20:18:50,14.05
2016-02-29 22:14:31,14.39
2016-03-01 00:10:13,13.88
2016-03-01 02:05:54,13.33
2016-03-01 04:01:36,13.83
2016-03-01 05:57:17,14.66
2016-03-01 07:52:59,13.73
2016-03-01 09:48:41,14.28
2016-03-01 11:44:22,13.4
2016-03-01 13:40:04,13.67
2016-03-01 15:35:45,13.94
2016-03-01 17:31:27,13.85
2016-03-01 19:27:08,13.38
2016-03-01 21:22:50,13.37
2016-03-01 23:18:31,14.09
2016-03-02 01:14:13,14.18
2016-03-02 03:09:54,14.31
2016-03-02 05:05:36,14.43
2016-03-02 07:01:17,13.76
2016-03-02 08:56:59,13.58
2016-03-02 10:52:40,14.25
2016-03-02 12:48:22,13.99
2016-03-02 14:44:03,13.31
2016-03-02 16:39:45,13.29
2016-03-02 18:35:26,13.9
2016-03-02 20:31:08,13.63
2016-03-02 22:26:49,13.7
2016-03-03 00:22:31,14.15
2016-03-03 02:18:12,14.02
2016-03-03 04:13:54,14.25
2016-03-03 06:09:35,12.95
2016-03-03 08:05:17,13.82
2016-03-03 10:00:58,14.0
2016-03-03 11:56:40,13.11
2016-03-03 13:52:21,13.46
2016-03-03 15:48:03,13.38
2016-03-03 17:43:44,13.73
2016-03-03 19:39:26,14.37
2016-03-03 21:35:07,14.53
2016-03-03 23:30:49,13.39
2016-03-04 01:26:31,13.94
2016-03-04 03:22:12,13.96
2016-03-04 05:17:54,13.89
2016-03-04 07:13:35,13.89
2016-03-04 09:09:17,13.85
2016-03-04 11:04:58,14.41
2016-03-04 13:00:40,14.17
2016-03-04 14:56:21,13.31
2016-03-04 16:52:03,14.05
2016-03-04 18:47:44,14.09
2016-03-04 20:43:26,13.86
2016-03-04 22:39:07,14.19
2016-03-05 00:34:49,13.82
2016-03-05 02:30:30,13.83
2016-03-05 04:26:12,13.79
2016-03-05 06:21:53,12.94
2016-03-05 08:17:35,13.71
2016-03-05 10:13:16,13.48
2016-03-05 12:08:58,13.27
2016-03-05 14:04:39,14.32
2016-03-05 16:00:21,13.95
2016-03-05 17:56:02,13.73
2016-03-05 19:51:44,13.52
2016-03-05 21:47:25,13.86
2016-03-05 23:43:07,14.14
2016-03-06 01:38:48,13.43
2016-03-06 03:34:30,13.76
2016-03-06 05:30:11,14.11
2016-03-06 07:25:53,12.98
2016-03-06 09:21:34,13.74
2016-03-06 11:17:16,13.59
2016-03-06 13:12:57,13.7
2016-03-06 15:08:39,13.56
2016-03-06 17:04:21,13.81
2016-03-06 19:00:02,14.53
2016-03-06 20:55:44,13.63
2016-03-06 22:51:25,13.87
2016-03-07 00:47:07,14.57
2016-03-07 02:42:48,13.55
2016-03-07 04:38:30,14.5
2016-03-07 06:34:11,13.77
2016-03-07 08:29:53,14.48
2016-03-07 10:25:34,14.07
2016-03-07 12:21:16,13.89
2016-03-07 14:16:57,13.74
2016-03-07 16:12:39,13.52
2016-03-07 18:08:20,13.8
2016-03-07 20:04:02,14.13
2016-03-07 21:59:43,13.77
2016-03-07 23:55:25,13.64
2016-03-08 01:51:06,13.68
2016-03-08 03:46:48,16.33
2016-03-08 05:42:29,14.27
2016-03-08 07:38:11,13.52
2016-03-08 09:33:52,13.51
2016-03-08 11:29:34,13.93
2016-03-08 13:25:15,14.39
2016-03-08 15:20:57,14.24
2016-03-08 17:16:38,13.28
2016-03-08 19:12:20,13.68
2016-03-08 21:08:01,13.41
2016-03-08 23:03:43,13.68
2016-03-09 00:59:24,14.44
2016-03-09 02:55:06,13.22
2016-03-09 04:50:47,13.15
2016-03-09 06:46:29,13.46
2016-03-09 08:42:10,13.91
2016-03-09 10:37:52,14.04
2016-03-09 12:33:34,13.97
2016-03-09 14:29:15,14.26
2016-03-09 16:24:57,13.09
2016-03-09 18:20:38,14.27
2016-03-09 20:16:20,13.67
2016-03-09 22:12:01,14.09
2016-03-10 00:07:43,13.27
2016-03-10 02:03:24,13.81
2016-03-10 03:59:06,13.9
2016-03-10 05:54:47,14.27
2016-03-10 07:50:29,13.17
2016-03-10 09:46:10,13.82
2016-03-10 11:41:52,13.37
2016-03-10 13:37:33,14.01
2016-03-10 15:33:15,14.12
2016-03-10 17:28:56,14.32
2016-03-10 19:24:38,13.59
2016-03-10 21:20:19,14.18
2016-03-10 23:16:01,14.35
2016-03-11 01:11:42,13.16
2016-03-11 03:07:24,14.06
2016-03-11 05:03:05,14.2
2016-03-11 06:58:47,13.71
2016-03-11 08:54:28,13.33
2016-03-11 10:50:10,14.19
2016-03-11 12:45:51,13.34
2016-03-11 14:41:33,13.74
2016-03-11 16:37:14,13.8
2016-03-11 18:32:56,14.1
2016-03-11 20:28:37,13.56
2016-03-11 22:24:19,13.54
2016-03-12 00:20:00,13.86
2016-03-12 02:15:42,14.23
2016-03-12 04:11:24,14.74
2016-03-12 06:07:05,13.22
2016-03-12 08:02:47,13.95
2016-03-12 09:58:28,13.39
2016-03-12 11:54:10,14.23
2016-03-12 13:49:51,13.45
2016-03-12 15:45:33,13.56
2016-03-12 17:41:14,13.59
2016-03-12 19:36:56,13.79
2016-03-12 21:32:37,13.95
2016-03-12 23:28:19,14.02
2016-03-13 01:24:00,13.83
2016-03-13 03:19:42,13.3
2016-03-13 05:15:23,14.13
2016-03-13 07:11:05,13.81
2016-03-13 09:06:46,14.3
2016-03-13 11:02:28,13.55
2016-03-13 12:58:09,13.19
2016-03-13 14:53:51,13.82
2016-03-13 16:49:32,14.35
2016-03-13 18:45:14,13.9
2016-03-13 20:40:55,13.75
2016-03-13 22:36:37,13.49
2016-03-14 00:32:18,14.55
2016-03-14 02:28:00,13.43
2016-03-14 04:23:41,13.55
2016-03-14 06:19:23,14.07
2016-03-14 08:15:04,13.1
2016-03-14 10:10:46,14.35
2016-03-14 12:06:27,14.09
2016-03-14 14:02:09,14.2
2016-03-14 15:57:50,14.07
2016-03-14 17:53:32,13.78
2016-03-14 19:49:14,13.42
2016-03-14 21:44:55,13.79
2016-03-14 23:40:37,13.45
2016-03-15 01:36:18,14.05
2016-03-15 03:32:00,14.18
2016-03-15 05:27:41,14.44
2016-03-15 07:23:23,14.0
2016-03-15 09:19:04,14.22
2016-03-15 11:14:46,13.73
2016-03-15 13:10:27,13.66
2016-03-15 15:06:09,14.04
2016-03-15 17:01:50,13.7
2016-03-15 18:57:32,13.96
2016-03-15 20:53:13,13.43
2016-03-15 22:48:55,13.5
2016-03-16 00:44:36,14.12
2016-03-16 02:40:18,14.22
2016-03-16 04:35:59,13.47
2016-03-16 06:31:41,14.13
2016-03-16 08:27:22,13.65
2016-03-16 10:23:04,13.87
2016-03-16 12:18:45,14.43
2016-03-16 14:14:27,14.18
2016-03-16 16:10:08,14.18
2016-03-16 18:05:50,14.62
2016-03-16 20:01:31,13.58
2016-03-16 21:57:13,13.47
2016-03-16 23:52:54,13.57
2016-03-17 01:48:36,13.77
2016-03-17 03:44:17,12.93
2016-03-17 05:39:59,13.79
2016-03-17 07:35:40,13.65
2016-03-17 09:31:22,14.18
2016-03-17 11:27:03,14.01
2016-03-17 13:22:45,13.63
2016-03-17 15:18:27,14.11
2016-03-17 17:14:08,14.16
2016-03-17 19:09:50,13.56
2016-03-17 21:05:31,13.67
2016-03-17 23:01:13,12.98
2016-03-18 00:56:54,13.44
2016-03-18 02:52:36,13.58
2016-03-18 04:48:17,13.91
2016-03-18 06:43:59,13.5
2016-03-18 08:39:40,13.67
2016-03-18 10:35:22,13.39
2016-03-18 12:31:03,13.95
2016-03-18 14:26:45,14.05
2016-03-18 16:22:26,14.04
2016-03-18 18:18:08,13.88
2016-03-18 20:13:49,13.26
2016-03-18 22:09:31,13.63
2016-03-19 00:05:12,13.72
2016-03-19 02:00:54,13.72
2016-03-19 03:56:35,13.91
2016-03-19 05:52:17,14.45
2016-03-19 07:47:58,14.21
2016-03-19 09:43:40,13.49
2016-03-19 11:39:21,14.16
2016-03-19 13:35:03,14.14
2016-03-19 15:30:44,13.56
2016-03-19 17:26:26,14.22
2016-03-19 19:22:07,13.82
2016-03-19 21:17:49,13.32
2016-03-19 23:13:30,14.07
2016-03-20 01:09:12,13.98
2016-03-20 03:04:53,13.8
2016-03-20 05:00:35,13.88
2016-03-20 06:56:17,13.6
2016-03-20 08:51:58,14.13
2016-03-20 10:47:40,13.87
2016-03-20 12:43:21,13.96
2016-03-20 14:39:03,14.03
2016-03-20 16:34:44,13.43
2016-03-20 18:30:26,13.53
2016-03-20 20:26:07,13.01
2016-03-20 22:21:49,14.12
2016-03-21 00:17:30,13.41
2016-03-21 02:13:12,13.95
2016-03-21 04:08:53,14.05
2016-03-21 06:04:35,14.14
2016-03-21 08:00:16,13.42
2016-03-21 09:55:58,13.87
2016-03-21 11:51:39,14.56
2016-03-21 13:47:21,14.58
2016-03-21 15:43:02,14.29
2016-03-21 17:38:44,14.03
2016-03-21 19:34:25,13.49
2016-03-21 21:30:07,14.18
2016-03-21 23:25:48,13.83
2016-03-22 01:21:30,14.13
2016-03-22 03:17:11,13.65
2016-03-22 05:12:53,13.83
2016-03-22 07:08:34,13.97
2016-03-22 09:04:16,14.0
2016-03-22 10:59:57,14.1
2016-03-22 12:55:39,13.67
2016-03-22 14:51:20,13.37
2016-03-22 16:47:02,14.55
2016-03-22 18:42:43,14.9
2016-03-22 20:38:25,14.08
2016-03-22 22:34:07,13.37
2016-03-23 00:29:48,13.6
2016-03-23 02:25:30,14.11
2016-03-23 04:21:11,14.44
2016-03-23 06:16:53,13.42
2016-03-23 08:12:34,13.86
2016-03-23 10:08:16,13.99
2016-03-23 12:03:57,14.25
2016-03-23 13:59:39,13.77
2016-03-23 15:55:20,13.28
2016-03-23 17:51:02,14.16
2016-03-23 19:46:43,14.36
2016-03-23 21:42:25,13.88
2016-03-23 23:38:06,14.07
2016-03-24 01:33:48,13.72
2016-03-24 03:29:29,13.57
2016-03-24 05:25:11,14.32
2016-03-24 07:20:52,14.07
2016-03-24 09:16:34,14.11
2016-03-24 11:12:15,14.51
2016-03-24 13:07:57,13.49
2016-03-24 15:03:38,13.69
2016-03-24 16:59:20,13.98
2016-03-24 18:55:01,13.69
2016-03-24 20:50:43,14.23
2016-03-24 22:46:24,13.84
2016-03-25 00:42:06,13.52
2016-03-25 02:37:47,13.94
2016-03-25 04:33:29,13.99
2016-03-25 06:29:10,14.29
2016-03-25 08:24:52,14.07
2016-03-25 10:20:33,14.1
2016-03-25 12:16:15,14.05
2016-03-25 14:11:56,13.84
2016-03-25 16:07:38,13.63
2016-03-25 18:03:20,14.03
2016-03-25 19:59:01,13.78
2016-03-25 21:54:43,14.59
2016-03-25 23:50:24,14.45
2016-03-26 01:46:06,14.17
2016-03-26 03:41:47,14.07
2016-03-26 05:37:29,13.89
2016-03-26 07:33:10,13.42
2016-03-26 09:28:52,13.84
2016-03-26 11:24:33,13.96
2016-03-26 13:20:15,14.01
2016-03-26 15:15:56,14.11
2016-03-26 17:11:38,14.29
2016-03-26 19:07:19,13.64
2016-03-26 21:03:01,13.65
2016-03-26 22:58:42,14.5
2016-03-27 00:54:24,14.23
2016-03-27 02:50:05,13.77
2016-03-27 04:45:47,13.88
2016-03-27 06:41:28,13.88
2016-03-27 08:37:10,13.94
2016-03-27 10:32:51,14.11
2016-03-27 12:28:33,14.94
2016-03-27 14:24:14,14.0
2016-03-27 16:19:56,14.19
2016-03-27 18:15:37,13.25
2016-03-27 20:11:19,13.73
2016-03-27 22:07:00,14.42
2016-03-28 00:02:42,14.09
2016-03-28 01:58:23,12.17
2016-03-28 03:54:05,14.2
2016-03-28 05:49:46,14.7
2016-03-28 07:45:28,13.13
2016-03-28 09:41:10,14.54
2016-03-28 11:36:51,12.82
2016-03-28 13:32:33,14.3
2016-03-28 15:28:14,13.93
2016-03-28 17:23:56,12.99
2016-03-28 19:19:37,14.11
2016-03-28 21:15:19,14.39
2016-03-28 23:11:00,14.07
2016-03-29 01:06:42,14.17
2016-03-29 03:02:23,13.77
2016-03-29 04:58:05,13.19
2016-03-29 06:53:46,14.21
2016-03-29 08:49:28,14.63
2016-03-29 10:45:09,14.38
2016-03-29 12:40:51,13.14
2016-03-29 14:36:32,13.33
2016-03-29 16:32:14,13.59
2016-03-29 18:27:55,13.29
2016-03-29 20:23:37,13.95
2016-03-29 22:19:18,14.09
2016-03-30 00:15:00,13.36
2016-03-30 02:10:41,14.24
2016-03-30 04:06:23,14.17
2016-03-30 06:02:04,13.71
2016-03-30 07:57:46,13.86
2016-03-30 09:53:27,13.15
2016-03-30 11:49:09,13.8
2016-03-30 13:44:50,13.94
2016-03-30 15:40:32,14.0
2016-03-30 17:36:13,14.09
2016-03-30 19:31:55,14.03
2016-03-30 21:27:36,13.83
2016-03-30 23:23:18,14.05
2016-03-31 01:18:59,14.34
2016-03-31 03:14:41,13.9
2016-03-31 05:10:23,14.06
2016-03-31 07:06:04,13.86
2016-03-31 09:01:46,13.68
2016-03-31 10:57:27,14.14
2016-03-31 12:53:09,13.71
2016-03-31 14:48:50,14.09
2016-03-31 16:44:32,13.95
2016-03-31 18:40:13,13.81
2016-03-31 20:35:55,13.8
2016-03-31 22:31:36,13.73
2016-04-01 00:27:18,13.28
2016-04-01 02:22:59,14.09
2016-04-01 04:18:41,14.03
2016-04-01 06:14:22,14.28
2016-04-01 08:10:04,13.72
2016-04-01 10:05:45,14.7
2016-04-01 12:01:27,13.78
2016-04-01 13:57:08,13.59
2016-04-01 15:52:50,13.54
2016-04-01 17:48:31,13.24
2016-04-01 19:44:13,14.55
2016-04-01 21:39:54,14.49
2016-04-01 23:35:36,14.18
2016-04-02 01:31:17,13.58
2016-04-02 03:26:59,14.66
2016-04-02 05:22:40,13.8
2016-04-02 07:18:22,13.83
2016-04-02 09:14:03,14.51
2016-04-02 11:09:45,14.2
2016-04-02 13:05:26,14.82
2016-04-02 15:01:08,14.04
2016-04-02 16:56:49,13.78
2016-04-02 18:52:31,13.69
2016-04-02 20:48:13,13.2
2016-04-02 22:43:54,13.83
2016-04-03 00:39:36,14.4
2016-04-03 02:35:17,14.18
2016-04-03 04:30:59,13.95
2016-04-03 06:26:40,13.54
2016-04-03 08:22:22,14.03
2016-04-03 10:18:03,14.34
2016-04-03 12:13:45,14.11
2016-04-03 14:09:26,14.01
2016-04-03 16:05:08,13.62
2016-04-03 18:00:49,14.29
2016-04-03 19:56:31,12.69
2016-04-03 21:52:12,14.09
2016-04-03 23:47:54,14.97
2016-04-04 01:43:35,13.34
2016-04-04 03:39:17,13.84
2016-04-04 05:34:58,13.94
2016-04-04 07:30:40,13.75
2016-04-04 09:26:21,14.35
2016-04-04 11:22:03,14.13
2016-04-04 13:17:44,14.0
2016-04-04 15:13:26,14.26
2016-04-04 17:09:07,13.95
2016-04-04 19:04:49,15.21
2016-04-04 21:00:30,14.0
2016-04-04 22:56:12,14.02
2016-04-05 00:51:53,13.25
2016-04-05 02:47:35,13.72
2016-04-05 04:43:16,14.4
2016-04-05 06:38:58,13.4
2016-04-05 08:34:39,13.08
2016-04-05 10:30:21,13.95
2016-04-05 12:26:03,14.49
2016-04-05 14:21:44,13.96
2016-04-05 16:17:26,13.8
2016-04-05 18:13:07,13.19
2016-04-05 20:08:49,14.12
2016-04-05 22:04:30,14.2
2016-04-06 00:00:12,13.22
2016-04-06 01:55:53,14.39
2016-04-06 03:51:35,14.24
2016-04-06 05:47:16,14.39
2016-04-06 07:42:58,14.17
2016-04-06 09:38:39,14.2
2016-04-06 11:34:21,14.15
2016-04-06 13:30:02,14.28
2016-04-06 15:25:44,13.21
2016-04-06 17:21:25,13.34
2016-04-06 19:17:07,13.64
2016-04-06 21:12:48,13.89
2016-04-06 23:08:30,14.09
2016-04-07 01:04:11,14.07
2016-04-07 02:59:53,14.38
2016-04-07 04:55:34,14.4
2016-04-07 06:51:16,13.59
2016-04-07 08:46:57,14.03
2016-04-07 10:42:39,13.6
2016-04-07 12:38:20,13.86
2016-04-07 14:34:02,14.06
2016-04-07 16:29:43,12.57
2016-04-07 18:25:25,14.9
2016-04-07 20:21:06,14.16
2016-04-07 22:16:48,13.7
2016-04-08 00:12:29,14.71
2016-04-08 02:08:11,13.8
2016-04-08 04:03:52,13.99
2016-04-08 05:59:34,13.74
2016-04-08 07:55:16,14.6
2016-04-08 09:50:57,13.89
2016-04-08 11:46:39,13.99
2016-04-08 13:42:20,14.42
2016-04-08 15:38:02,14.17
2016-04-08 17:33:43,13.91
2016-04-08 19:29:25,14.38
2016-04-08 21:25:06,14.95
2016-04-08 23:20:48,14.06
2016-04-09 01:16:29,13.98
2016-04-09 03:12:11,14.0
2016-04-09 05:07:52,14.46
2016-04-09 07:03:34,13.69
2016-04-09 08:59:15,13.82
2016-04-09 10:54:57,13.32
2016-04-09 12:50:38,13.46
2016-04-09 14:46:20,13.73
2016-04-09 16:42:01,13.91
2016-04-09 18:37:43,14.64
2016-04-09 20:33:24,14.15
2016-04-09 22:29:06,13.57
2016-04-10 00:24:47,13.64
2016-04-10 02:20:29,14.48
2016-04-10 04:16:10,14.38
2016-04-10 06:11:52,13.94
2016-04-10 08:07:33,13.75
2016-04-10 10:03:15,14.38
2016-04-10 11:58:56,13.53
2016-04-10 13:54:38,14.09
2016-04-10 15:50:19,14.84
2016-04-10 17:46:01,14.01
2016-04-10 19:41:42,13.62
2016-04-10 21:37:24,14.09
2016-04-10 23:33:06,13.74
2016-04-11 01:28:47,13.37
2016-04-11 03:24:29,14.21
2016-04-11 05:20:10,14.37
2016-04-11 07:15:52,13.8
2016-04-11 09:11:33,13.78
2016-04-11 11:07:15,13.54
2016-04-11 13:02:56,13.87
2016-04-11 14:58:38,13.7
2016-04-11 16:54:19,13.52
2016-04-11 18:50:01,14.68
2016-04-11 20:45:42,14.11
2016-04-11 22:41:24,14.16
2016-04-12 00:37:05,14.28
2016-04-12 02:32:47,14.23
2016-04-12 04:28:28,13.76
2016-04-12 06:24:10,14.03
2016-04-12 08:19:51,13.82
2016-04-12 10:15:33,14.1
2016-04-12 12:11:14,14.06
2016-04-12 14:06:56,13.77
2016-04-12 16:02:37,13.39
2016-04-12 17:58:19,13.98
2016-04-12 19:54:00,13.84
2016-04-12 21:49:42,13.17
2016-04-12 23:45:23,14.13
2016-04-13 01:41:05,14.31
2016-04-13 03:36:46,14.93
2016-04-13 05:32:28,13.76
2016-04-13 07:28:09,13.7
2016-04-13 09:23:51,13.48
2016-04-13 11:19:32,14.0
2016-04-13 13:15:14,14.0
2016-04-13 15:10:56,13.6
2016-04-13 17:06:37,13.85
2016-04-13 19:02:19,13.13
2016-04-13 20:58:00,14.29
2016-04-13 22:53:42,13.61
2016-04-14 00:49:23,13.9
2016-04-14 02:45:05,13.34
2016-04-14 04:40:46,13.68
2016-04-14 06:36:28,13.8
2016-04-14 08:32:09,13.91
2016-04-14 10:27:51,14.11
2016-04-14 12:23:32,14.49
2016-04-14 14:19:14,14.21
2016-04-14 16:14:55,14.3
2016-04-14 18:10:37,14.49
2016-04-14 20:06:18,14.14
2016-04-14 22:02:00,13.9
2016-04-14 23:57:41,14.32
2016-04-15 01:53:23,14.34
2016-04-15 03:49:04,14.17
2016-04-15 05:44:46,13.33
2016-04-15 07:40:27,13.57
2016-04-15 09:36:09,13.8
2016-04-15 11:31:50,14.22
2016-04-15 13:27:32,13.9
2016-04-15 15:23:13,14.37
2016-04-15 17:18:55,14.44
2016-04-15 19:14:36,14.39
2016-04-15 21:10:18,14.39
2016-04-15 23:05:59,13.5
2016-04-16 01:01:41,14.1
2016-04-16 02:57:22,13.66
2016-04-16 04:53:04,13.25
2016-04-16 06:48:45,13.79
2016-04-16 08:44:27,14.44
2016-04-16 10:40:09,14.09
2016-04-16 12:35:50,14.71
2016-04-16 14:31:32,13.98
2016-04-16 16:27:13,14.88
2016-04-16 18:22:55,13.98
2016-04-16 20:18:36,13.91
2016-04-16 22:14:18,13.39
2016-04-17 00:09:59,14.34
2016-04-17 02:05:41,13.7
2016-04-17 04:01:22,13.64
2016-04-17 05:57:04,14.41
2016-04-17 07:52:45,14.36
2016-04-17 09:48:27,14.35
2016-04-17 11:44:08,13.75
2016-04-17 13:39:50,13.88
2016-04-17 15:35:31,13.88
2016-04-17 17:31:13,14.21
2016-04-17 19:26:54,14.52
2016-04-17 21:22:36,14.05
2016-04-17 23:18:17,14.69
2016-04-18 01:13:59,14.25
2016-04-18 03:09:40,13.8
2016-04-18 05:05:22,14.23
2016-04-18 07:01:03,14.58
2016-04-18 08:56:45,14.69
2016-04-18 10:52:26,14.37
2016-04-18 12:48:08,13.9
2016-04-18 14:43:49,13.81
2016-04-18 16:39:31,14.12
2016-04-18 18:35:12,14.56
2016-04-18 20:30:54,14.07
2016-04-18 22:26:35,14.08
2016-04-19 00:22:17,13.91
2016-04-19 02:17:59,13.76
2016-04-19 04:13:40,13.82
2016-04-19 06:09:22,13.94
2016-04-19 08:05:03,14.57
2016-04-19 10:00:45,13.79
2016-04-19 11:56:26,13.91
2016-04-19 13:52:08,13.54
2016-04-19 15:47:49,14.17
2016-04-19 17:43:31,14.43
2016-04-19 19:39:12,14.54
2016-04-19 21:34:54,13.97
2016-04-19 23:30:35,14.12
2016-04-20 01:26:17,13.82
2016-04-20 03:21:58,14.09
2016-04-20 05:17:40,14.01
2016-04-20 07:13:21,13.9
2016-04-20 09:09:03,13.94
2016-04-20 11:04:44,14.06
2016-04-20 13:00:26,13.76
2016-04-20 14:56:07,13.78
2016-04-20 16:51:49,14.56
2016-04-20 18:47:30,14.96
2016-04-20 20:43:12,13.4
2016-04-20 22:38:53,13.38
2016-04-21 00:34:35,13.49
2016-04-21 02:30:16,13.83
2016-04-21 04:25:58,14.23
2016-04-21 06:21:39,14.11
2016-04-21 08:17:21,13.94
2016-04-21 10:13:02,14.08
2016-04-21 12:08:44,13.6
2016-04-21 14:04:25,13.78
2016-04-21 16:00:07,13.87
2016-04-21 17:55:49,13.24
2016-04-21 19:51:30,13.41
2016-04-21 21:47:12,13.42
2016-04-21 23:42:53,14.18
2016-04-22 01:38:35,13.96
2016-04-22 03:34:16,14.11
2016-04-22 05:29:58,13.13
2016-04-22 07:25:39,13.27
2016-04-22 09:21:21,14.13
2016-04-22 11:17:02,12.75
2016-04-22 13:12:44,14.36
2016-04-22 15:08:25,13.14
2016-04-22 17:04:07,14.2
2016-04-22 18:59:48,13.51
2016-04-22 20:55:30,14.28
2016-04-22 22:51:11,15.15
2016-04-23 00:46:53,12.95
2016-04-23 02:42:34,14.14
2016-04-23 04:38:16,13.13
2016-04-23 06:33:57,14.03
2016-04-23 08:29:39,13.77
2016-04-23 10:25:20,13.91
2016-04-23 12:21:02,13.49
2016-04-23 14:16:43,14.17
2016-04-23 16:12:25,13.28
2016-04-23 18:08:06,14.35
2016-04-23 20:03:48,13.69
2016-04-23 21:59:29,13.3
2016-04-23 23:55:11,14.5
2016-04-24 01:50:52,13.82
2016-04-24 03:46:34,14.61
2016-04-24 05:42:15,14.34
2016-04-24 07:37:57,13.53
2016-04-24 09:33:38,13.81
2016-04-24 11:29:20,13.9
2016-04-24 13:25:02,14.46
2016-04-24 15:20:43,14.02
2016-04-24 17:16:25,13.92
2016-04-24 19:12:06,13.77
2016-04-24 21:07:48,13.83
2016-04-24 23:03:29,14.37
