country,port,berth,cargo_category,cargo_type,max_draft,max_loa,max_beam
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.49,196.2,23.9
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,12.06,234.2,39.1
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Chemicals,9.76,203.5,33.8
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,13.08,291.5,43.1
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,13.7,304.8,50.2
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,17.17,261.5,39.2
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,8.04,144,29.1
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.88,207.4,28.7
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,17.43,235.7,43.7
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Timber,5.32,88.8,23.4
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,12.62,238.5,30
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,13.37,230,46
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,11,280.3,35.6
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Live Cattle,12.26,178.4,32.2
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Manganese,16.43,199,50.9
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,13.57,268.2,50.5
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,11.7,335,34.6
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,10.24,319.8,42.3
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Timber,6.45,90.7,22.2
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,13.99,191.1,31.9
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Grain,12.05,277.6,31.6
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Sugar,10.08,257.8,30.1
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Minerals,12.48,196.1,30
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Tobacco,7.38,141.1,29.4
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,12.91,315.9,40.8
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.72,199.1,21
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Chemicals,10.26,326.6,35.5
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,10.79,260.9,46.7
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Metals,8.88,267.1,30.9
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,13.68,325.9,50
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,11.77,141.2,34.5
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,9.9,179.4,50
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,9.57,240.2,42.5
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,12.37,176.4,38.8
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,8.45,192.5,26.5
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,11.67,213.7,44.2
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,9.77,214.5,36.2
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Apatite Concentrate,13.19,257.5,38.3
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,11.89,232.4,33.3
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,15.17,373.2,44.6
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Refrigerated Cargo,7.74,269,34.9
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Metals,10.83,238.2,36.1
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,7.38,230.9,23.8
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,8.79,214.3,25
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,14.31,193.9,34.4
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,7.62,217.7,25.1
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Apatite Concentrate,11.2,241.4,38.7
Mozambique,Port of Pemba,Main Pier,Dry Bulk,General Cargo,5.54,153,21.8
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,13.57,280.3,40
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Cars,11.19,178.2,30.4
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Grain,11.26,252.9,40.6
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Refrigerated Cargo,7.92,229.9,26.1
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,17.34,298.6,39.1
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,7.91,195.4,26.1
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,11.7,258.3,32.2
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,8.88,201.4,30.8
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,11.42,237.7,33.8
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,9.84,207.1,24.7
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,16.17,377.3,44.1
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,10.43,302,29.7
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,9.14,148.3,27.5
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Manganese,19.12,234.4,43
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,11.86,304.3,35.1
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,10.41,179.6,38.6
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,10.71,181.5,30.3
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Alumina,11.97,173.7,36.5
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,11.11,278.4,40.4
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,11.7,162.7,31.6
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.36,163.7,24.6
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,8.96,139.3,23
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,10.8,204.8,33.7
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Tobacco,8.11,181.8,23.5
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,9.41,190.9,24.5
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,10.36,341.8,35.2
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,10.06,246,40
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,5.59,119.3,24.1
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Timber,8.11,278.1,30.3
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,12.28,271.4,37.8
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,14.98,281.2,44.4
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,13.15,195.3,43.8
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,10.03,247.3,26.2
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,12.96,278.3,39.2
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,9.72,195,29.6
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,8.36,176.2,24.5
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,9.69,322.2,38.1
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,13.45,190.2,24.6
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Timber,5.89,130.8,20.7
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,12.35,273.9,39
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,15.92,227.3,46.8
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,15.59,374.8,52.2
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Timber,11.89,263.9,35.6
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,10.64,212.6,41.7
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Grain,10.33,236.6,40.5
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,General Cargo,9.59,204.2,25.2
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,13.19,250.3,45.3
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,11.74,188.3,29.6
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Metals,12.43,206.2,31.4
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,19.41,336.6,40.1
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,7.71,225.5,25.4
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,11.81,240.6,37.4
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,10.18,199.7,26.1
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,7.36,144.6,19.1
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Metals,9.93,176.2,43.5
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,16.42,262.3,53.1
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,10.43,342.5,35.4
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,11.21,273.2,43.3
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Grain,11.54,231.1,39.9
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Refrigerated Cargo,7.28,182.4,33.1
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,11.06,258.8,46.7
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,11.08,250.8,42.2
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,13.28,299.5,43.4
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,11.78,273.2,37.1
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,10.45,221.5,31.5
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,12.61,204.4,38.3
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,13.91,230.7,39.3
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,7.82,185.5,27.4
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,8.58,138.2,28
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,14.77,290.1,45.5
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.27,147.3,25.1
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Bulk Grain,10.09,235.9,38.1
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,12.97,294.6,37.1
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,11.47,182,25.8
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,9.49,324.5,44.1
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,14.96,344.4,47.2
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,11.69,288.1,38.5
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,10.23,226.3,44.4
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,10.83,321.3,39.3
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,10.71,229.9,46
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,13.42,232.8,38.1
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Vehicles,10.08,249,22.9
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,14.55,378.6,47.9
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,General Cargo,14.1,265.8,43.2
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,General Cargo,8.77,209.5,27.7
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Timber,4.24,89.5,24
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,11.08,290.7,29.4
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,12.65,202.6,39.3
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,8.62,183,20.8
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,12.44,296.5,47.2
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,16.92,278.1,55.3
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,12.35,267.1,46.3
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,19.17,270.2,53.7
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,11.89,180.8,30.9
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,9.11,145.5,30.3
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,12.36,213.6,42.2
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Metals,9.97,153.4,30.1
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.46,105.6,23.2
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Agricultural Produce,4.81,103,22.2
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,13.71,220.4,44.1
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,12.75,158,26.3
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,9.86,271,42.1
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,10.78,208.6,27.7
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,9.97,306,45.3
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,11.3,333.4,48.4
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Timber,10.66,174.4,38.5
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,13.32,206.9,36.8
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,12.72,383.8,54.9
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Bulk Grain,14.39,268.1,38.3
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Metals,9.31,173.5,32
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,14.96,174.4,37.8
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Refrigerated Cargo,7.86,173.5,38.4
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,9.34,278.4,39.7
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Refrigerated Cargo,8.33,195.7,30.4
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Fertilizers,12.85,232.9,35
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,12.11,299.8,35.8
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,11.49,291.7,42.6
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,7.59,210.7,25.6
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,7.63,235.6,29.3
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Liquid Bulk,Crude Oil,14.08,287.4,38.8
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Furniture,8.93,171.8,25.3
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Steel,9.18,314.6,42.1
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,10.19,295.6,34.8
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,13.18,338,47.3
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.94,237.8,22.4
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,Coal,14.55,183.3,47.5
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,12.23,259.3,35.3
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,12.93,171.2,37.1
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,8.98,284.9,38.7
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,12.43,226.8,50.5
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,13.58,282,42
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,14.63,190.4,36.6
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Chemicals,11.92,333.2,40.6
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Sugar,9.36,242,39.4
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,6.94,153.9,34
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,14.4,277.2,35.6
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,12.67,171.6,39.2
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Chemicals,11.73,203.6,39.4
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Metals,14.76,297.9,36.7
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,9.5,281.1,36.9
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,13.36,320.7,40.2
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,12.29,399.6,58.6
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,11.77,267.2,34.2
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,11.72,185.1,34
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,15.14,296.4,38.8
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,10.46,210.1,32.2
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,9.62,175.7,29.7
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,11.51,177.5,28.8
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Cotton,7.22,136.3,29.4
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,7.67,182.5,30.5
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,11.77,154.3,32.4
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,8.51,156.9,20.9
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Metals,10.47,179.4,38.5
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,7.98,198.2,30.6
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Minerals,12.82,201.7,31.7
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,7.28,141.7,24.6
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,10.18,205.9,32.1
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Coal,12.61,294.1,43.2
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Cotton,9.21,157.4,23
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,11.44,240.1,36.1
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Bulk Grain,14.53,238.4,40.2
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,7.81,223,32
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,12.72,220.2,34.8
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,12.4,270.1,38.8
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,10.69,315.8,51.2
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Coal,12.72,223.9,37.8
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,7.24,193.6,26.2
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,11.69,270.2,43.6
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,9.8,182.2,20.4
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Live Cattle,11.43,212.7,36.1
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Fertilizers,15.12,184.2,40.2
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Timber,6.27,83.2,21.4
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Copra,5.52,142.3,24.6
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,11.17,211,40.5
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Timber,9.19,252.9,33.3
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,General Cargo,12.6,225.7,45.7
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Timber,14.51,179.5,36.2
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,12.95,211.2,46.7
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,18.66,330.2,59.8
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,14.39,260.6,38.4
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Manganese,16.79,260.5,44
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,13.32,160.9,39.6
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Coal,12.37,225.3,41.2
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Liquid Bulk,Crude Oil,10.51,252.7,35.4
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,12.94,305.2,59.3
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,11.17,319.4,57
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,8.22,191.4,25
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,10.7,202.2,50.7
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,9.15,161.3,23
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,10.77,277.7,41.2
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,General Cargo,13.17,243.6,45.7
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,9.09,210.1,28.8
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,General Cargo,14.34,285.7,35.7
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,12.45,247.2,39.6
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,8.49,156.6,29.6
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,10.77,328,32.8
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,General Cargo,10.86,258.1,44.7
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,8.95,184.8,41.2
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,10.99,189.4,35.9
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.87,105.1,21.1
