country,port,berth,cargo_category,cargo_type,max_draft,max_loa,max_beam
India,Dhamra,Coal Berth 4,Dry Bulk,Coking Coal,17.8,329.5,48.7
India,Haldia,Oil Jetty 5,Liquid Bulk,Petroleum Products,10.8,224.5,34.7
India,Haldia,Haldia Dock Complex 8,Dry Bulk,Coal,10.4,227.7,31.4
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,10.3,195.3,33.3
India,Dhamra,General Cargo Berth 8,Dry Bulk,Fertilizer,14.6,241.6,38.1
India,Paradip,Oil Jetty 6,Liquid Bulk,Petroleum Products,14.4,266.2,44.7
India,Haldia,LPG Terminal 7,Bulk Gases,LPG,9.8,206.5,31.3
India,Sagar-Sandheads,Liquid Bulk Terminal 6,Liquid Bulk,Petroleum Products,13.4,247.8,43.5
India,Haldia,LPG Terminal 4,Bulk Gases,LPG,10.4,205.2,31.4
India,Gangavaram,Coal Berth 2,Dry Bulk,Coal,18,335.5,47.6
India,Paradip,Iron Ore Berth 4,Dry Bulk,Iron Ore Pellets,16,299.8,46.2
India,Gangavaram,Coal Berth 6,Dry Bulk,Coal,17.9,328,47.1
India,Visakhapatnam,East Quay Berth 3,Dry Bulk,Steam Coal,14.7,235.8,39.5
India,Paradip,General Cargo Berth 3,Dry Bulk,Grain,14.5,308.7,46.3
India,Gangavaram,Coal Berth 3,Dry Bulk,Coal,17.6,320.4,46.4
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Crude Oil,13.9,244.6,39.9
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,9.7,207.2,31.3
India,Dhamra,General Cargo Berth 8,Dry Bulk,Fertilizer,14.5,240.5,37.3
India,Paradip,General Cargo Berth 8,Dry Bulk,Coal,14.3,293.2,46.3
India,Gangavaram,Iron Ore Berth 2,Dry Bulk,Iron Ore,17.7,338.5,49.9
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Iron Ore,12.4,246.4,39.7
India,Sagar-Sandheads,Sagar Anchorage Berth 4,Dry Bulk,Iron Ore,12.4,245.7,38.2
India,Visakhapatnam,Oil Handling Berth 3,Liquid Bulk,Petroleum Products,13.7,237.8,38.5
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,10,200.8,32.4
India,Haldia,Haldia Dock Complex 7,Dry Bulk,Fertilizer,10.4,229.5,32
India,Sagar-Sandheads,Liquid Bulk Terminal 5,Liquid Bulk,Petroleum Products,13.8,258.4,41
India,Dhamra,LPG Berth 6,Bulk Gases,LPG,11.9,216.2,36
India,Haldia,Oil Jetty 6,Liquid Bulk,Chemicals,11.2,218.2,35.9
India,Haldia,Oil Jetty 6,Liquid Bulk,Chemicals,10.9,221.2,34
India,Dhamra,Iron Ore Berth 4,Dry Bulk,Pellets,17.9,328.3,49.1
India,Haldia,Haldia Dock Complex 1,Dry Bulk,Coal,10.2,220.2,32.8
India,Sagar-Sandheads,Sagar Anchorage Berth 8,Dry Bulk,Iron Ore,11.7,249.4,38.7
India,Sagar-Sandheads,Sagar Anchorage Berth 8,Dry Bulk,Iron Ore,11.6,252,40.6
India,Dhamra,Iron Ore Berth 7,Dry Bulk,Iron Ore,18.2,329,47.3
India,Dhamra,Iron Ore Berth 4,Dry Bulk,Pellets,18.3,329.2,48.4
India,Gangavaram,Iron Ore Berth 3,Dry Bulk,Iron Ore,18.1,331.3,46.9
India,Visakhapatnam,East Quay Berth 4,Dry Bulk,Iron Ore,14.6,241.5,38.8
India,Dhamra,LPG Berth 5,Bulk Gases,LPG,12.4,211.8,36.6
India,Paradip,SPM Terminal 8,Liquid Bulk,Crude Oil,22.8,374.8,65.1
India,Dhamra,Iron Ore Berth 8,Dry Bulk,Iron Ore,18.3,320.8,47.3
India,Paradip,General Cargo Berth 7,Dry Bulk,Fertilizer,14.3,298.4,45.7
India,Gopalpur,Multipurpose Berth 2,Dry Bulk,Coal,13.7,240.6,35.5
India,Sagar-Sandheads,Sagar Anchorage Berth 1,Dry Bulk,Coal,12.1,258.2,40.8
India,Gangavaram,General Cargo Berth 7,Dry Bulk,Bauxite,16.2,280.6,40.9
India,Paradip,Iron Ore Berth 3,Dry Bulk,Iron Ore Pellets,15.8,305.2,46
India,Gangavaram,General Cargo Berth 7,Dry Bulk,Bauxite,16.1,278,41.9
India,Paradip,SPM Terminal 6,Liquid Bulk,Crude Oil,23.2,369,63.5
India,Visakhapatnam,East Quay Berth 4,Dry Bulk,Iron Ore,14.8,234.9,40.3
India,Dhamra,LPG Berth 4,Bulk Gases,LPG,12,227.4,36.2
India,Visakhapatnam,East Quay Berth 2,Dry Bulk,Steam Coal,14.7,239.2,40.1
India,Paradip,Coal Berth 7,Dry Bulk,Coking Coal,14.1,301.6,45.9
India,Dhamra,LPG Berth 5,Bulk Gases,LPG,12,224.9,37.4
India,Haldia,Haldia Dock Complex 3,Dry Bulk,Fertilizer,10.6,223.7,31.5
India,Gangavaram,Coal Berth 3,Dry Bulk,Coal,18.4,332,47.2
India,Paradip,SPM Terminal 2,Liquid Bulk,Crude Oil,22.2,367,65.3
India,Sagar-Sandheads,Liquid Bulk Terminal 6,Liquid Bulk,Crude Oil,14,252.6,42.7
India,Dhamra,Iron Ore Berth 8,Dry Bulk,Pellets,18,338.6,48.1
India,Haldia,LPG Terminal 7,Bulk Gases,LPG,9.9,195.3,32.1
India,Sagar-Sandheads,Sagar Anchorage Berth 4,Dry Bulk,Coal,12,256.2,39.7
India,Visakhapatnam,Multi Purpose Berth 6,Dry Bulk,Steel,14.3,237.7,40.9
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,10.1,201.9,31.6
India,Visakhapatnam,Multi Purpose Berth 8,Dry Bulk,Fertilizer,14.6,243.1,39
India,Haldia,Oil Jetty 4,Liquid Bulk,Petroleum Products,11.2,230.2,33.9
India,Gopalpur,Multipurpose Berth 6,Dry Bulk,Minerals,13.5,237.7,35.3
India,Sagar-Sandheads,Sagar Anchorage Berth 7,Dry Bulk,Iron Ore,12.3,247.2,40
India,Haldia,LPG Terminal 5,Bulk Gases,LPG,10.1,197.8,31.8
India,Haldia,LPG Terminal 1,Bulk Gases,LPG,9.9,195.3,31.5
India,Haldia,LPG Terminal 5,Bulk Gases,LPG,10,199.5,31.4
India,Sagar-Sandheads,Sagar Anchorage Berth 7,Dry Bulk,Coal,12,255.2,39.8
India,Sagar-Sandheads,Sagar Anchorage Berth 6,Dry Bulk,Coal,12.1,256.9,40.7
India,Gopalpur,Multipurpose Berth 7,Dry Bulk,Minerals,14.3,231.8,38.6
India,Gopalpur,Dry Bulk Berth 7,Dry Bulk,Coal,14.7,245.2,35.5
India,Haldia,LPG Terminal 5,Bulk Gases,LPG,9.9,201.4,32.8
India,Paradip,Coal Berth 2,Dry Bulk,Coking Coal,15,294.8,45.5
India,Gangavaram,General Cargo Berth 7,Dry Bulk,Limestone,15.5,282.1,41.9
India,Sagar-Sandheads,Sagar Anchorage Berth 1,Dry Bulk,Iron Ore,12.4,236.3,39.5
India,Haldia,LPG Terminal 4,Bulk Gases,LPG,10.4,207.5,32
India,Gopalpur,Dry Bulk Berth 7,Dry Bulk,Coal,14,244.1,34.8
India,Dhamra,LPG Berth 1,Bulk Gases,LPG,11.6,216.4,35.3
India,Gangavaram,General Cargo Berth 7,Dry Bulk,Limestone,15.4,280.8,43.4
India,Visakhapatnam,Multi Purpose Berth 8,Dry Bulk,Fertilizer,14.5,246.9,40.1
India,Gopalpur,Dry Bulk Berth 3,Dry Bulk,Iron Ore,14.1,233,36
India,Gangavaram,Coal Berth 5,Dry Bulk,Coal,18.5,332.7,48.1
India,Haldia,Haldia Dock Complex 8,Dry Bulk,Fertilizer,10.2,218.1,31.7
India,Gopalpur,Dry Bulk Berth 3,Dry Bulk,Iron Ore,14.3,234.5,36.4
India,Dhamra,Coal Berth 7,Dry Bulk,Thermal Coal,17.9,337,47.4
India,Gopalpur,Dry Bulk Berth 6,Dry Bulk,Coal,13.8,242.8,36.5
India,Haldia,Oil Jetty 5,Liquid Bulk,Petroleum Products,11.5,217.8,34.9
India,Haldia,Oil Jetty 6,Liquid Bulk,Chemicals,11,220.4,35.6
India,Gopalpur,Multipurpose Berth 2,Dry Bulk,Coal,13.8,236.9,35.6
India,Haldia,Haldia Dock Complex 6,Dry Bulk,Iron Ore,10.7,227,31.6
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Petroleum Products,14.5,235.7,40.1
India,Gopalpur,Multipurpose Berth 4,Dry Bulk,Minerals,14.1,239.5,37.5
India,Gangavaram,Iron Ore Berth 3,Dry Bulk,Iron Ore,18.2,319.6,49
India,Gangavaram,General Cargo Berth 8,Dry Bulk,Limestone,15.7,280.2,43
India,Haldia,Haldia Dock Complex 7,Dry Bulk,Iron Ore,10.7,222.7,31
India,Sagar-Sandheads,Liquid Bulk Terminal 6,Liquid Bulk,Crude Oil,14.5,255.8,41.1
India,Gangavaram,General Cargo Berth 3,Dry Bulk,Limestone,16.3,284.1,42.3
India,Paradip,SPM Terminal 6,Liquid Bulk,Crude Oil,22.9,374.8,65.9
India,Dhamra,Coal Berth 6,Dry Bulk,Coking Coal,18.3,330.2,47
India,Haldia,Haldia Dock Complex 1,Dry Bulk,Iron Ore,10.7,229.7,32
India,Sagar-Sandheads,Liquid Bulk Terminal 8,Liquid Bulk,Crude Oil,13.7,246.2,42.5
India,Gopalpur,Dry Bulk Berth 7,Dry Bulk,Iron Ore,14.1,241.9,36
India,Haldia,Oil Jetty 8,Liquid Bulk,Petroleum Products,11.3,230.2,33.9
India,Gangavaram,General Cargo Berth 3,Dry Bulk,Bauxite,15.9,271.2,42.8
India,Sagar-Sandheads,Liquid Bulk Terminal 4,Liquid Bulk,Crude Oil,14.4,243.5,42.9
India,Dhamra,General Cargo Berth 4,Dry Bulk,Grain,14.9,231.7,38.2
India,Sagar-Sandheads,Sagar Anchorage Berth 8,Dry Bulk,Iron Ore,11.8,244.6,39.3
India,Gangavaram,General Cargo Berth 2,Dry Bulk,Bauxite,16.5,268.7,40.5
India,Visakhapatnam,East Quay Berth 4,Dry Bulk,Iron Ore,14.5,239.4,39.4
India,Gopalpur,Multipurpose Berth 1,Dry Bulk,Iron Ore,13.8,237.5,36.5
India,Paradip,SPM Terminal 8,Liquid Bulk,Crude Oil,22.2,365.6,64.4
India,Gopalpur,Dry Bulk Berth 5,Dry Bulk,Iron Ore,14.2,234.7,36.7
India,Visakhapatnam,Multi Purpose Berth 1,Dry Bulk,Grain,14.5,254,40.8
India,Dhamra,LPG Berth 4,Bulk Gases,LPG,12.1,226.7,35.4
India,Gangavaram,Coal Berth 6,Dry Bulk,Coal,17.9,320.6,47.5
India,Haldia,LPG Terminal 5,Bulk Gases,LPG,9.7,195.3,31
India,Dhamra,Iron Ore Berth 2,Dry Bulk,Pellets,18,334.3,47.8
India,Gangavaram,General Cargo Berth 1,Dry Bulk,Limestone,15.9,278.3,42.9
India,Visakhapatnam,Multi Purpose Berth 7,Dry Bulk,Fertilizer,14.8,241.5,41
India,Visakhapatnam,Oil Handling Berth 3,Liquid Bulk,Petroleum Products,13.5,227.9,39.6
India,Gopalpur,Multipurpose Berth 4,Dry Bulk,Minerals,14,242.4,35.9
India,Visakhapatnam,Multi Purpose Berth 4,Dry Bulk,Steel,14.1,240.1,39
India,Haldia,Oil Jetty 5,Liquid Bulk,Petroleum Products,11.2,228.6,34.7
India,Gangavaram,Iron Ore Berth 5,Dry Bulk,Iron Ore,17.6,329.2,48.3
India,Paradip,SPM Terminal 4,Liquid Bulk,Crude Oil,22.5,365.5,62
India,Paradip,Iron Ore Berth 7,Dry Bulk,Iron Ore Pellets,15.8,284.7,45.7
India,Visakhapatnam,Oil Handling Berth 6,Liquid Bulk,Crude Oil,14.2,234.3,39.6
India,Gangavaram,Iron Ore Berth 4,Dry Bulk,Iron Ore,18.3,334.5,47.9
India,Paradip,Oil Jetty 4,Liquid Bulk,Crude Oil,13.8,267.6,46.6
India,Dhamra,General Cargo Berth 4,Dry Bulk,Grain,14.8,248.8,38.8
India,Dhamra,LPG Berth 2,Bulk Gases,LPG,12.1,223.9,35.5
India,Dhamra,Coal Berth 1,Dry Bulk,Coking Coal,17.5,331.9,48
India,Visakhapatnam,Oil Handling Berth 8,Liquid Bulk,Petroleum Products,14.4,230.5,40
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Iron Ore,11.7,249.5,40.6
India,Sagar-Sandheads,Sagar Anchorage Berth 1,Dry Bulk,Coal,11.8,246.8,42
India,Haldia,LPG Terminal 7,Bulk Gases,LPG,9.8,203,32.6
India,Gopalpur,Dry Bulk Berth 3,Dry Bulk,Coal,14.1,255.7,37.1
India,Gangavaram,Coal Berth 2,Dry Bulk,Coal,18.2,327,47.7
India,Gopalpur,Dry Bulk Berth 1,Dry Bulk,Coal,13.6,240,36.3
India,Gopalpur,Multipurpose Berth 4,Dry Bulk,Minerals,14,230.1,36.2
India,Sagar-Sandheads,Liquid Bulk Terminal 5,Liquid Bulk,Petroleum Products,14.2,250.4,42.4
India,Haldia,Oil Jetty 5,Liquid Bulk,Chemicals,10.9,232.6,34.4
India,Dhamra,Iron Ore Berth 1,Dry Bulk,Iron Ore,18.7,334.5,47.9
India,Dhamra,Coal Berth 4,Dry Bulk,Thermal Coal,17.7,332.3,49.6
India,Dhamra,Iron Ore Berth 8,Dry Bulk,Pellets,17.8,323.4,48.5
India,Gopalpur,Multipurpose Berth 8,Dry Bulk,Minerals,13.9,248.9,37.3
India,Visakhapatnam,Multi Purpose Berth 6,Dry Bulk,Fertilizer,14.6,242.2,38.8
India,Paradip,Iron Ore Berth 3,Dry Bulk,Iron Ore Pellets,16.3,292.6,47.7
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Iron Ore,11.8,252.4,40.1
India,Haldia,Haldia Dock Complex 8,Dry Bulk,Iron Ore,10.2,224.9,32
India,Gopalpur,Multipurpose Berth 2,Dry Bulk,Iron Ore,14,238.6,36.5
India,Dhamra,LPG Berth 1,Bulk Gases,LPG,12,216.7,36.2
India,Visakhapatnam,East Quay Berth 4,Dry Bulk,Iron Ore,14.1,239.6,38.8
India,Sagar-Sandheads,Liquid Bulk Terminal 8,Liquid Bulk,Petroleum Products,13.9,257.3,40.7
India,Gangavaram,Coal Berth 5,Dry Bulk,Coal,18.1,324.1,49.1
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,9.8,201.2,31
India,Haldia,LPG Terminal 4,Bulk Gases,LPG,10.3,203.6,32.5
India,Paradip,General Cargo Berth 7,Dry Bulk,Grain,14.7,302.2,46.6
India,Visakhapatnam,Multi Purpose Berth 7,Dry Bulk,Steel,14.4,234.5,41.1
India,Paradip,Coal Berth 3,Dry Bulk,Thermal Coal,14.4,298,45.9
India,Haldia,Oil Jetty 5,Liquid Bulk,Chemicals,10.9,226.5,35
India,Dhamra,General Cargo Berth 4,Dry Bulk,Fertilizer,14.5,232.9,39.4
India,Dhamra,General Cargo Berth 6,Dry Bulk,Grain,14.3,244.3,37.3
India,Gangavaram,Coal Berth 8,Dry Bulk,Coal,17.9,328.9,48.1
India,Dhamra,Coal Berth 7,Dry Bulk,Thermal Coal,18.2,328.9,47.9
India,Sagar-Sandheads,Liquid Bulk Terminal 4,Liquid Bulk,Petroleum Products,14.1,245.1,41.8
India,Sagar-Sandheads,Liquid Bulk Terminal 1,Liquid Bulk,Crude Oil,14.2,239.8,41.8
India,Dhamra,LPG Berth 6,Bulk Gases,LPG,12,214.5,34.7
India,Sagar-Sandheads,Sagar Anchorage Berth 6,Dry Bulk,Iron Ore,12.4,254.5,39.7
India,Gangavaram,Coal Berth 2,Dry Bulk,Coal,17.9,333.8,48.6
India,Gopalpur,Dry Bulk Berth 3,Dry Bulk,Coal,14.4,242.2,35.7
India,Gangavaram,Iron Ore Berth 1,Dry Bulk,Iron Ore,18.6,331.7,47.6
India,Gopalpur,Multipurpose Berth 4,Dry Bulk,Coal,13.7,232.1,34.9
India,Gangavaram,Iron Ore Berth 2,Dry Bulk,Iron Ore,18,325.3,47.2
India,Haldia,LPG Terminal 4,Bulk Gases,LPG,9.9,201.4,32.2
India,Gopalpur,Multipurpose Berth 8,Dry Bulk,Iron Ore,13.7,240.3,36.5
India,Visakhapatnam,Oil Handling Berth 5,Liquid Bulk,Crude Oil,13.4,239.4,40.9
India,Dhamra,General Cargo Berth 5,Dry Bulk,Fertilizer,13.8,242.6,37.7
India,Dhamra,LPG Berth 8,Bulk Gases,LPG,11.6,223.9,37
India,Dhamra,General Cargo Berth 4,Dry Bulk,Grain,14.5,244.4,39.4
India,Paradip,General Cargo Berth 7,Dry Bulk,Grain,14.3,296.1,45.8
India,Dhamra,General Cargo Berth 4,Dry Bulk,Grain,14.7,242.9,38
India,Sagar-Sandheads,Sagar Anchorage Berth 6,Dry Bulk,Iron Ore,12.3,255.8,40.4
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,9.9,196.4,32.4
India,Haldia,Oil Jetty 2,Liquid Bulk,Petroleum Products,11,234.7,34.3
India,Haldia,Oil Jetty 8,Liquid Bulk,Petroleum Products,11.2,221.9,33.7
India,Gangavaram,Coal Berth 6,Dry Bulk,Coal,17.9,315.6,48.6
India,Gangavaram,General Cargo Berth 1,Dry Bulk,Limestone,15.9,282.2,41.6
India,Gopalpur,Dry Bulk Berth 5,Dry Bulk,Coal,14,238.1,36.3
India,Paradip,Coal Berth 7,Dry Bulk,Coking Coal,14.8,300.1,46.7
India,Gangavaram,General Cargo Berth 4,Dry Bulk,Bauxite,15.7,284.3,41.1
India,Dhamra,LPG Berth 2,Bulk Gases,LPG,12.2,223.1,36.2
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Petroleum Products,14.3,242.8,39.2
India,Dhamra,Coal Berth 6,Dry Bulk,Coking Coal,18,323.9,48.7
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Iron Ore,11.7,258.9,39.8
India,Sagar-Sandheads,Sagar Anchorage Berth 1,Dry Bulk,Coal,12.5,252.7,39
India,Gopalpur,Dry Bulk Berth 2,Dry Bulk,Iron Ore,13.7,242.6,35.9
India,Dhamra,LPG Berth 6,Bulk Gases,LPG,12.5,218.5,36.2
India,Dhamra,LPG Berth 8,Bulk Gases,LPG,11.9,221.6,34.6
India,Paradip,SPM Terminal 2,Liquid Bulk,Crude Oil,23.3,369.1,65.5
India,Paradip,Iron Ore Berth 4,Dry Bulk,Iron Ore,16.3,297.1,47
India,Sagar-Sandheads,Liquid Bulk Terminal 8,Liquid Bulk,Petroleum Products,14,248.9,41.9
India,Visakhapatnam,Multi Purpose Berth 6,Dry Bulk,Steel,15,239.5,39.6
India,Paradip,SPM Terminal 1,Liquid Bulk,Crude Oil,22.5,369.9,65.9
India,Gangavaram,Coal Berth 3,Dry Bulk,Coal,17.6,334.5,47.8
India,Gangavaram,General Cargo Berth 8,Dry Bulk,Limestone,16.5,287.1,41.4
India,Sagar-Sandheads,Sagar Anchorage Berth 7,Dry Bulk,Coal,11.9,254.5,39.1
India,Gangavaram,General Cargo Berth 3,Dry Bulk,Limestone,16.1,277.6,40
India,Dhamra,General Cargo Berth 8,Dry Bulk,Fertilizer,14.6,239.8,37.4
India,Paradip,SPM Terminal 4,Liquid Bulk,Crude Oil,23.3,369.1,64.1
India,Gopalpur,Multipurpose Berth 7,Dry Bulk,Minerals,14.3,245.9,36.7
India,Visakhapatnam,Multi Purpose Berth 4,Dry Bulk,Fertilizer,14.9,238.5,40.6
India,Paradip,Iron Ore Berth 5,Dry Bulk,Iron Ore,15.7,306.1,45.4
India,Dhamra,Iron Ore Berth 4,Dry Bulk,Pellets,18.3,330,48.8
India,Visakhapatnam,Multi Purpose Berth 7,Dry Bulk,Steel,14.2,228.5,41.2
India,Gangavaram,Iron Ore Berth 3,Dry Bulk,Iron Ore,17.7,330.1,49.2
India,Gopalpur,Dry Bulk Berth 7,Dry Bulk,Iron Ore,13.8,238.2,34.4
India,Gopalpur,Multipurpose Berth 7,Dry Bulk,Minerals,14.3,244.2,36.8
India,Dhamra,General Cargo Berth 4,Dry Bulk,Fertilizer,14.3,243.1,38.5
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,9.8,204.8,32.7
India,Dhamra,LPG Berth 4,Bulk Gases,LPG,11.9,226,35.1
India,Gopalpur,Multipurpose Berth 7,Dry Bulk,Iron Ore,14.3,229.3,35.2
India,Gopalpur,Multipurpose Berth 1,Dry Bulk,Coal,13.6,242.7,36.8
India,Sagar-Sandheads,Liquid Bulk Terminal 7,Liquid Bulk,Petroleum Products,14.5,258.9,41.3
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Iron Ore,12.5,250.8,39.7
India,Gangavaram,Coal Berth 2,Dry Bulk,Coal,18.3,333.5,47.9
India,Gopalpur,Multipurpose Berth 3,Dry Bulk,Coal,13.7,242.3,36.1
India,Gopalpur,Multipurpose Berth 4,Dry Bulk,Coal,14.3,240.3,36.8
India,Gangavaram,Coal Berth 2,Dry Bulk,Coal,17.7,339,48.8
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Coal,12.3,249.5,39.6
India,Paradip,SPM Terminal 5,Liquid Bulk,Crude Oil,23.1,367.7,64.1
India,Gangavaram,General Cargo Berth 1,Dry Bulk,Bauxite,15.8,280.9,43.1
India,Gopalpur,Multipurpose Berth 3,Dry Bulk,Coal,13.8,237.9,36.2
India,Dhamra,Iron Ore Berth 8,Dry Bulk,Pellets,18.3,329.5,48.1
India,Paradip,Iron Ore Berth 1,Dry Bulk,Iron Ore Pellets,15.7,290.4,45.5
India,Dhamra,LPG Berth 3,Bulk Gases,LPG,12.1,221.6,35.3
India,Visakhapatnam,Oil Handling Berth 5,Liquid Bulk,Crude Oil,13.7,236.7,41.2
India,Sagar-Sandheads,Liquid Bulk Terminal 8,Liquid Bulk,Crude Oil,14.4,253.9,41.9
India,Gopalpur,Multipurpose Berth 6,Dry Bulk,Coal,13.8,235.2,36.9
India,Paradip,Coal Berth 3,Dry Bulk,Thermal Coal,14.5,305.3,47.2
India,Visakhapatnam,Multi Purpose Berth 2,Dry Bulk,Steel,14.7,239.1,40.1
India,Haldia,Oil Jetty 7,Liquid Bulk,Chemicals,11.4,226.1,34.2
India,Gangavaram,Coal Berth 6,Dry Bulk,Coal,18.4,331.1,46.7
India,Gopalpur,Multipurpose Berth 4,Dry Bulk,Minerals,13.9,240.2,35.7
India,Sagar-Sandheads,Sagar Anchorage Berth 7,Dry Bulk,Coal,11.4,246.3,40.9
India,Paradip,Iron Ore Berth 4,Dry Bulk,Iron Ore,16,299.6,46.4
India,Paradip,Iron Ore Berth 5,Dry Bulk,Iron Ore,15.8,300.4,46.5
India,Visakhapatnam,East Quay Berth 2,Dry Bulk,Steam Coal,14.8,246.9,39.9
India,Visakhapatnam,East Quay Berth 7,Dry Bulk,Iron Ore,14.8,250.1,38.8
India,Visakhapatnam,Multi Purpose Berth 3,Dry Bulk,Steel,14.3,240.7,41
India,Dhamra,Iron Ore Berth 5,Dry Bulk,Pellets,17.9,331.2,47.5
India,Haldia,Oil Jetty 5,Liquid Bulk,Petroleum Products,11,218.3,34.4
India,Sagar-Sandheads,Liquid Bulk Terminal 4,Liquid Bulk,Crude Oil,13.4,245.2,41.1
India,Sagar-Sandheads,Liquid Bulk Terminal 5,Liquid Bulk,Petroleum Products,14.3,252.9,42.5
India,Paradip,General Cargo Berth 1,Dry Bulk,Fertilizer,14.8,305.8,45.4
India,Gangavaram,Coal Berth 5,Dry Bulk,Coal,17.8,319.8,48.6
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Coal,12.3,246.9,39.1
India,Paradip,SPM Terminal 8,Liquid Bulk,Crude Oil,22.7,372.8,64.1
India,Dhamra,Iron Ore Berth 3,Dry Bulk,Pellets,17.7,317.3,48.1
India,Haldia,Haldia Dock Complex 8,Dry Bulk,Fertilizer,10.6,226.5,31.5
India,Gangavaram,Coal Berth 6,Dry Bulk,Coal,17.4,324.8,47.2
India,Gopalpur,Dry Bulk Berth 7,Dry Bulk,Iron Ore,14.3,242,35.9
India,Dhamra,Coal Berth 4,Dry Bulk,Thermal Coal,17.8,334.5,48.6
India,Gopalpur,Multipurpose Berth 7,Dry Bulk,Iron Ore,14.6,241.3,36
India,Haldia,Oil Jetty 6,Liquid Bulk,Chemicals,11.2,227.2,35.8
India,Paradip,General Cargo Berth 5,Dry Bulk,Grain,15,298.6,46.3
India,Paradip,Oil Jetty 1,Liquid Bulk,Crude Oil,13.8,260.1,46
India,Sagar-Sandheads,Sagar Anchorage Berth 6,Dry Bulk,Iron Ore,11.9,253.6,40.7
India,Gangavaram,General Cargo Berth 4,Dry Bulk,Limestone,16,279.8,41.5
India,Dhamra,LPG Berth 3,Bulk Gases,LPG,12,216.1,35.8
India,Sagar-Sandheads,Sagar Anchorage Berth 8,Dry Bulk,Iron Ore,12.2,250.6,40.2
India,Gangavaram,Coal Berth 3,Dry Bulk,Coal,18.4,333.4,46.8
India,Visakhapatnam,Oil Handling Berth 3,Liquid Bulk,Crude Oil,13.6,241,40.6
India,Sagar-Sandheads,Sagar Anchorage Berth 7,Dry Bulk,Coal,12.3,243.9,39.2
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,10.1,201.6,33
India,Visakhapatnam,Oil Handling Berth 4,Liquid Bulk,Petroleum Products,13.8,243.4,40.4
India,Dhamra,Iron Ore Berth 6,Dry Bulk,Pellets,17.7,322.3,47
India,Gopalpur,Dry Bulk Berth 3,Dry Bulk,Coal,13.8,236.4,35.7
India,Paradip,Iron Ore Berth 3,Dry Bulk,Iron Ore Pellets,16.5,303.3,47.3
India,Gopalpur,Multipurpose Berth 1,Dry Bulk,Coal,13.9,249.6,37.1
India,Visakhapatnam,Multi Purpose Berth 5,Dry Bulk,Fertilizer,14.1,237.1,39.3
India,Dhamra,General Cargo Berth 7,Dry Bulk,Fertilizer,14.3,243.2,37.7
India,Haldia,Oil Jetty 6,Liquid Bulk,Chemicals,10.9,224.3,34.7
India,Paradip,Coal Berth 5,Dry Bulk,Thermal Coal,15.2,300.1,45.2
India,Paradip,Iron Ore Berth 5,Dry Bulk,Iron Ore,16.2,296.2,46.2
India,Gangavaram,Iron Ore Berth 3,Dry Bulk,Iron Ore,18,329.8,48.9
India,Gopalpur,Multipurpose Berth 3,Dry Bulk,Coal,13.9,232.8,36.6
India,Sagar-Sandheads,Sagar Anchorage Berth 7,Dry Bulk,Coal,11.8,243.4,40.1
India,Gangavaram,General Cargo Berth 1,Dry Bulk,Limestone,16.5,277,41.7
India,Sagar-Sandheads,Sagar Anchorage Berth 5,Dry Bulk,Coal,12.5,254,40.9
India,Haldia,Oil Jetty 8,Liquid Bulk,Petroleum Products,11,221.7,35.5
India,Sagar-Sandheads,Liquid Bulk Terminal 6,Liquid Bulk,Petroleum Products,14.8,253.8,42.2
India,Paradip,SPM Terminal 6,Liquid Bulk,Crude Oil,23,370.3,65.7
India,Gangavaram,General Cargo Berth 3,Dry Bulk,Limestone,15.9,282.3,41.2
India,Paradip,Coal Berth 1,Dry Bulk,Coking Coal,14.3,299,46
India,Visakhapatnam,East Quay Berth 3,Dry Bulk,Iron Ore,14.6,239.4,39.7
India,Haldia,Haldia Dock Complex 4,Dry Bulk,Coal,10.5,222.9,31.6
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Petroleum Products,13.9,245.5,39.3
India,Haldia,Haldia Dock Complex 7,Dry Bulk,Coal,10.3,226.3,32
India,Dhamra,LPG Berth 8,Bulk Gases,LPG,12.2,218.1,34.9
India,Gopalpur,Multipurpose Berth 6,Dry Bulk,Coal,14,241.8,35.8
India,Visakhapatnam,Multi Purpose Berth 8,Dry Bulk,Grain,14.2,239.2,39.9
